field_id,field_url,code,street,municipality,artificial_grass,stabilized_field,place,car_access,address,latitude,longitude
L04,https://www.abssa.org/terrain/L04,L04 (LONDERZEEL),Stuikbergstraat,1840 Londerzeel,False,False,Sint Jozef,"Route Bruxelles-Anvers (A12), direction Boom. Prendre la sortie Londerzeel à gauche (au feu de signalisation). Traverser Londerzeel, passer le passage à niveau à la gare et prendre le Temsesteenweg. Après avoir passé l""église du hameau de St. Jozef, prendre au 2ème carrefour à droite qui est la Stuikbergstraat. Le terrain se trouve à +/- 200 m. du côté droit de la rue.","Sint Jozef, Stuikbergstraat, 1840 Londerzeel, Belgique",51.02927099999999,4.296057999999999
L05,https://www.abssa.org/terrain/L05,L05 (LONDERZEEL),Blauwenhoek 76,1840 Londerzeel,False,False,Verma,"Autoroute Bruxelles-Anvers (A12), au premier feu de signalisation, prendre à gauche, direction Londerzeel. Suivre la plaque Stationstraat. Passée la gare (après env. 1200 m.) prendre à gauche au "" Monument aux Morts"". Le terrain se trouve à 50 m.","Verma, Blauwenhoek 76, 1840 Londerzeel, Belgique",51.0192214,4.2904455
L06,https://www.abssa.org/terrain/L06,L06 (LOUVAIN-LA-NEUVE),Place des Sports,1348 Louvain-La-Neuve,False,False,Centre Sportif du Blocry,"Autoroute Bruxelles-Namur, après Wavre prendre la sortie Louvain-La-Neuve. Continuer sur la N4 en direction de Namur. Au premier rond-point prendre à droite vers la N250 et suivre ""Blocry"". Le centre sportif se trouve sur la gauche après env. 2 km. (Avant la passerelle).","Centre Sportif du Blocry, Place des Sports, 1348 Louvain-La-Neuve, Belgique",50.67056789999999,4.60178
L07,https://www.abssa.org/terrain/L07,L07 (LINKEBEEK),Rue Schavei 31,1630 Linkebeek,False,False,Wouterbos,"R.O. Sortie Beersel (n° 19), prendre direction Beersel, ensuite direction Linkebeek En face du Delhaize prendre la rue de la Brasserie et ensuite suivre les indications LHC-KHVCL.
R.E. Sortie Groenendael - Direction Uccle, dans la forêt prendre la première à gauche, direction Rhode St. Genèse, ensuite à la chaussée de Waterloo prendre à gauche. Au premier feux (Espinette Centrale) à droite, ensuite le premier feux à droite, puis tout droit, et après le chemin de fer suivre les indications LHC-KHVCL.
Itinéraire d'accès au parking, à la Ferme Holleken, rue Hollebeek, 212 (près du parc à conteneurs)
Entrée du parking: chemin à gauche de l'entrée du cimetière.
Pour rejoindre le terrain à pied à partir du parking, descendre le chemin balisé en contournant le parc à conteneurs.","Wouterbos, Rue Schavei 31, 1630 Linkebeek, Belgique",50.7627439,4.345177
L08,https://www.abssa.org/terrain/L08,L08 (OTTIGNIES (LOUVAIN-LA-NEUVE),Avenue de Lauzelle,1348 Louvain-La-Neuve,False,False,Terrain Royal Ottignies Stimont (Ros),"Autoroute Bruxelles-Namur E411, après Wavre prendre la sortie Louvain-la-Neuve, continuer sur la N4 direction Namur, au premier rond-point prendre à droite vers la N250 et suivre ""Blocry/Hocaille"". Après le second rond-point, prendre à droite, au carrefour, la rue de l'Invasion, puis de nouveau à droite. L'entrée du terrain ROS se trouve au bout de l'avenue.","Terrain Royal Ottignies Stimont (Ros), Avenue de Lauzelle, 1348 Louvain-La-Neuve, Belgique",50.6706953,4.5975173
L09,https://www.abssa.org/terrain/L09,L09 (LA HULPE),Avenue Soyer 4,1310  La Hulpe,True,False,Stade Soyer,"Venant de Bruxelles, prendre le Ring Est direction Waterloo. Sortir au pont de Groenendael, direction La Hulpe, Genval. Tout droit pendant 2 km. Après le chateau de La Hulpe, toujours tout droit. Au feu de signalisation et le carrefour de La Hulpe, tout droit direction Genval. Au feu de signalisation prendre à gauche et ensuite directement à droite, l'avenue Soyer, derrière le G.B. Le terrain se trouve à 300 m.","Stade Soyer, Avenue Soyer 4, 1310  La Hulpe, Belgique",50.7309582,4.4952087
L10,https://www.abssa.org/terrain/L10,L10 (LEUVEN - HEVERLEE),Tervuursevest 101,3001  Heverlee,True,False,Universitair Sportcentrum,"Autoroute E 40 direction Liège, prendre la sortie 15 (E 314 / Leuven). Garder sa droite et suivre les indications ""Leuven"" (quitter la E 314).Aux quatrième feu de signalisation prendre à droite la Tervuursevest. Garder sa droite et immédiatement après la grande surface rentrer dans le domaine de la faculté","Universitair Sportcentrum, Tervuursevest 101, 3001  Heverlee, Belgique",50.8694672,4.692680699999999
L11,https://www.abssa.org/terrain/L11,L11 (COMPLEXE SPORTIF DE LIMAL),Charles Jaumotte 156,1300 Wavre (Limal),False,False,,"Autoroute E 411 direction Namur / Luxembourg, prendre la sortie n° 6 Wavre, vers N238. Tourner à droite sur Boulevard de l'Europe/N238 sur 200 m. Prendre à droite sur Rue de la Wastinne. Ensuite, aprèsle passage à niveau, prendre à gauche sur Rue Provinciale/N239. Les terrains se trouvent sur la gauche de la route en contre-bas (facilement visible de la route).","Charles Jaumotte 156, 1300 Wavre (Limal), Belgique",50.7007516,4.582180999999999
M01,https://www.abssa.org/terrain/M01,M01 (MALDEREN),Steenhuffelstraat 12,1840 Malderen,False,False,,"A partir de Bruxelles.
Prendre le Ring de Bruxelles, prendre sortie n° 8 vers l' A12 (direction Anvers). Après 3 km. sur l' A12 prendre la sortie n° 3 et continuer sur la Stationstraat (N201) sur 1,2 km. Ensuite prendre à droite la Veilinglaan sur 1,7 km. (via Rossem) Continuer sur la Robroekstraat pendant 1,8 km. Arrivé au rond-point, prendre la première sortie, continuer sur Steenhuffel Dorp, ensuite à gauche, la Brouwerijstraat pendant 1,5 km. (direction Plas), pour arriver à la Steenhuffelstraat.","Steenhuffelstraat 12, 1840 Malderen, Belgique",51.0191314,4.2456767
M02,https://www.abssa.org/terrain/M02,M02 (MECHELEN),Nekkerspoel-Borcht,2800 Mechelen,False,False,Sportpark de Nekker,"Autoroute Bruxelles-Anvers (E19) sortie Mechelen-Noord (n° 9) En arrivant dans le centre, suivre la direction ""Heist-op-den-Berg"" Aller tout droit et passer le viaduc du chemin de fer. Après 1 km. suivre les flèches ""De Nekker"". Garer les voitures à l'extérieur du complexe. IL FAUT COMPTER ENV. 10 min. à pied jusqu'au terrain.","Sportpark de Nekker, Nekkerspoel-Borcht, 2800 Mechelen, Belgique",51.0254354,4.503786799999999
M04,https://www.abssa.org/terrain/M04,M04 (MELSBROEK),Chaussée d'Haecht,1820 Melsbroek,False,False,Ancien Aeroport de Melsbroek,"Chaussée d'Haecht, ancien aéroport de Melsbroek. Par l'autoroute E 19 Bruxelles - Anvers. Sortie n° 12 ""Vilvoorde-Machelen-Steenokkerzeel"" A la fin de la bretelle d'autoroute, prendre la N 211 dans la direction Haacht - Melsbroek. Au premier feu de signalisation, prendre à gauche, direction Haacht. Le terrain se trouve à +/- 500 m. à main droite.","Ancien Aeroport de Melsbroek, Chaussée d'Haecht, 1820 Melsbroek, Belgique",50.888616,4.4247774
M05,https://www.abssa.org/terrain/M05,M05 (MOLENBEEK),Avenue M. Ghandi,1080 Molenbeek,False,False,Sippelberg,"Chaussée de Gand, avenue M. Ghandi","Sippelberg, Avenue M. Ghandi, 1080 Molenbeek, Belgique",50.861968,4.321936
M06,https://www.abssa.org/terrain/M06,M06 (MOLENBEEK),Avenue J. Baeck,1080 Molenbeek,True,False,Stade Verbist - Parc Marie-Jose,"Ring O, sortie Ninove-Dilbeek (n° 13) direction Molenbeek, par la chaussée de Ninove 
(+/- 3 km.). Au feu de signalisation qui se trouve juste après le ""BRICO"" prendre à gauche l'Avenue J. Baeck. Le terrain se trouve à main droite, juste au début de cette avenue.","Stade Verbist - Parc Marie-Jose, Avenue J. Baeck, 1080 Molenbeek, Belgique",50.8511158,4.3192467
M07,https://www.abssa.org/terrain/M07,M07 (MOLLEM),Kouter 29,1730 Mollem,False,False,,"Ring de Bruxelles (RO), sortie Jette-Wemmel (n° 9), direction Merchtem. A Brussegem au carrefour Asse-Wolvertem, prendre direction Asse. Après l'église, prendre la 1ère à main droite (direction Mollem). Après 2 km. prendre la Kouterstraat qui se trouve juste en face de l'église.","Kouter 29, 1730 Mollem, Belgique",50.9278393,4.2227906
M08,https://www.abssa.org/terrain/M08,M08 (MONT-SAINT-GUIBERT),Avenue des Cérisiers 3,1435 Mont-Saint-Guibert,False,False,Guibert Sports Arena,"En venant de Bruxelles, prendre l'autoroute E411 en direction de Namur. Prendre la sortie 9 Corroy-le-Grand vers Louvain-la-Neuve  Sud / Nivelles / E 19. Rejoindre Chemin de Grez. Au rond-point, prendre la 2ième sortie sur Grand'Route / N 4. Après 1,8 km.et au prochain feu, tourner à droite Rue de Corbais. Continuer tout droit pendant 2 km. et prendre à droite Avenue du Cérisier. 70 m. plus loin, vous trouverez le parking sur la droite.","Guibert Sports Arena, Avenue des Cérisiers 3, 1435 Mont-Saint-Guibert, Belgique",50.6415297,4.6219204
N03,https://www.abssa.org/terrain/N03,N03 (NIVELLES),Rue du Progrès 1A,1400 Nivelles,False,False,Domaine Militaire,"En venant de Bruxelles, par l'autoroute Bruxelles-Paris, prendre la sortie Nivelles-Sud (n° 19), passer sous le pont de l'autoroute et prendre la direction de Nivelles. A 200 m., au rond-point (Shopping Center), tourner à droite en direction de Wavre (petit ring de Nivelles).
Au 4ème rond-point (en tenant compte du rond-point du Shopping Center), tourner à gauche , rue de l'Industrie et pénétrer dans le zoning. Au bout de la rue, avant le feu de signalisation, tourner à gauche et prendre la rue du Progrès pendant +/- 400 m.","Domaine Militaire, Rue du Progrès 1A, 1400 Nivelles, Belgique",50.5963436,4.3564187
N04,https://www.abssa.org/terrain/N04,N04 (NOSSEGEM),Mechelsesteenweg 596,1930 Zaventem,False,False,Radar Vlieghaven,"Chaussée de Louvain jusqu'à Nossegem, au premier croisement prendre à gauche la 
Mechelsesteenweg. Le terrain est indiqué à +/- 1 km. à gauche.
Par l'autoroute Bruxelles-Liège, prendre la sortie Nossegem-Sterrebeek, prendre à gauche la Mechelsesteenweg, traverser la chaussée de Louvain, et suivre comme ci-avant.","Radar Vlieghaven, Mechelsesteenweg 596, 1930 Zaventem, Belgique",50.8877772,4.5090761
O01,https://www.abssa.org/terrain/O01,O01 (OHAIN),Route de Genval 20A,1380 Ohain,False,False,,"Venant de Bruxelles, prendre ring Est direction Waterloo. Sortir à la sortie n°27 Waterloo Centre.
	Prendre ensuite à gauche La Drève de Richelle jusqu'au 3ème rond-point et prendre à gauche la 	Chaussée de Louvain sur environ 2km et prendre à droite la Rue des Saules toujours tout droit et 	qui devient ensuite la Route des Marnières. Continuer ensuite tout droit, passer un premier rond-point puis continuer tout droit jusqu'au rond-point du Messager où il faut prendre la 2ème sortie. Vous êtes alors sur la Route de Genval et l'entrée du Complexe se trouve à environ 200m sur la gauche.","Route de Genval 20A, 1380 Ohain, Belgique",50.7035641,4.469720199999999
O02,https://www.abssa.org/terrain/O02,O02 (OPHAIN),Rue de Lillois 19,1421 Ophain/Braine-l'Alleud,False,False,,"Ring RO, sortie Ophain, prendre la direction de Ophain Village, jusqu'à l'église. Ensuite à droite. Le terrain se trouve à 200 m. à gauche.","Rue de Lillois 19, 1421 Ophain/Braine-l'Alleud, Belgique",50.6643844,4.351335199999999
O04,https://www.abssa.org/terrain/O04,O04 (OTTIGNIES-CEROUX-MOUSTY),Rue des Coquerées 50A,1341 Ottignies-Ceroux-Mousty,False,False,Centre Sportif des Coquerees,"Au départ de Bruxelles, prendre l'autoroute E411 en direction de Namur. Prendre la sortie  Wavre ( n° 6) ensuite à droite la N238 en direction d'Ottignies. Prendre la sortie Ottignies/Louvain-La-Neuve (N237) et suivre la direction Ottignies. Passer sous les 2 ponts du chemin de fer et, au feu de signalisation, continuer tout droit. Au feu suivant, toujours tout droit par l'avenue des Combattants. Franchir le passage protégé pour piétons (feu clignotant) et au feu de signalisation suivant, prendre à droite direction Ceroux-Mousty par la rue des Coquerées. Le terrain se trouve sur la droite à env. 400 m. Au n° 50A , panneau ""Coca-Cola"" l'entrée du centre sportif.","Centre Sportif des Coquerees, Rue des Coquerées 50A, 1341 Ottignies-Ceroux-Mousty, Belgique",50.6630401,4.5569959
O05,https://www.abssa.org/terrain/O05,O05 (OTTIGNIES-LIMELETTE),Avenue des Sorbiers 120A,1342 Ottignies-Limelette,True,False,,"En venant de Bruxelles, prendre l'autoroute E411 en direction de Namur, prendre la sortie  Wavre (n° 6), tenir la droite et au bout de la bretelle, prendre la direction d'Ottignies par la N238. Au 1èr feu de signalisation continuer tout droit en passant devant Walibi (qui se trouve sur la gauche) jusqu'à la sortie Limelette. Au bout de cette sortie, en face du Tennis Club La Palestre, prendre à droite la rue Charles Dubois, jusqu'au carrefour principal. Continuer tout droit en traversant l'avenue Albert 1èr. Passer en dessous du 1èr pont du chemin de fer et prendre la rue de l'Europe jusqu'à la place de l'Europe. Traverser cette place par la droite. Au bout à gauche, suivre l'avenue Jassans. Ensuite 1ère rue à gauche,  la rue Bustan (panneau F.C. Limelette). Continuer cette rue et passer en dessous du 2ème pont du chemin de fer. Après ce pont, prendre tout de suite à gauche l'avenue Demolder (panneau F.C. Limelette), en face de l'étang du Buston. Suivre cette avenue jusqu'à la 4ème rue à droite, l'avenue des Mérisiers. Après 50 m. dans cette rue, prendre à droite l'avenue des Sorbiers (panneau du F.C. Limelette). L'entrée du terrain est située 50 m. plus bas sur la gauche.","Avenue des Sorbiers 120A, 1342 Ottignies-Limelette, Belgique",50.6762848,4.562820299999999
P01,https://www.abssa.org/terrain/P01,P01 (PECROT),Rue C. Bauwens 26,1390 Pécrot - Grez-Doiceau,False,False,,"Autoroute Bruxelles-Wavre, prendre sortie Wavre, puis la route Wavre-Louvain, ensuite la route conduisant à Grez-Doiceau, ensuite la route allant à Archennes (Florival). Après 5 à 6 km. suivre l'indicateur Pécrot pendant 2 km. Le terrain se trouve à gauche du chemin de fer.","Rue C. Bauwens 26, 1390 Pécrot - Grez-Doiceau, Belgique",50.7746304,4.6499809
P02,https://www.abssa.org/terrain/P02,P02 (PERWEZ),Av. des Marronniers 17,1360 Perwez,True,False,,"a Partir de Bruxelles, Prendre la E 411 en Direction de Namur. Prendre la Sortie 11  Gembloux pour Rejoindre la N 29 en Direction de Gembloux / Tirlement / Jodoigne / Perwez. suivre la N29 et Chaussée de Wavre (N243) en Direction de la Rue des Marronniers. au Rond-Point 1, 2 et 3 Prendre chaque Fois la première Sortie.
Au Rond-Point suivant (4Ième) Prendre la deuxième Sortie et Continuer sur la Chaussée de Wavre / N 243. Prendre à Droite sur la Rue des Marronniers, le Terrain se Trouve à Droite","Av. des Marronniers 17, 1360 Perwez, Belgique",50.6251834,4.8051205
P03,https://www.abssa.org/terrain/P03,P03 (PERK),Kerkdreef,1820 Perk,False,False,Perk,"En venant de Bruxelles, prendre la chaussée de Haacht jusqu'à Steenokkerzeel, ensuite prendre à gauche Tervuursesteenweg pendant +/- 1,6 km. jusqu'à l'église Saint Nicolas (centre de Perk), ensuite tourner à droite et prendre Kerkdreef. Les terrains se trouvent à 200 m. sur la gauche.","Perk, Kerkdreef, 1820 Perk, Belgique",50.9329633,4.4994777
R01,https://www.abssa.org/terrain/R01,R01 (RHODE-SAINT-GENESE),Wauterbos,1640 Rhode-Saint-Genèse,False,False,,"Prendre la chaussée de Waterloo jusqu'à l'Espinette Centrale, puis l'avenue de la Forest de Soignes jusqu'au panneau Wauterbos, prendre à gauche.","Wauterbos, 1640 Rhode-Saint-Genèse, Belgique",50.7428968,4.3546964
R02,https://www.abssa.org/terrain/R02,R02 (ROSIERES),Rue de la Ferme du Plagniau,1331 Rosières,False,False,,"Autoroute E411, prendre la sortie Rosières. Passer devant l'église, longer l'autoroute et tourner à droite au cimetière des animaux. Terrain à 200 m.","Rue de la Ferme du Plagniau, 1331 Rosières, Belgique",50.728425,4.5537381
R03,https://www.abssa.org/terrain/R03,R03 (RIXENSART),Avenue Clermont Tonnerre 26A,1330 Rixensart,False,False,Complexe Sportif de Rixensart,"Par la E411 Bruxelles-Namur, prendre la sortie n° 5 (Wavre Nord, Rixensart, Bierges).
Ensuite prendre la N257 pendant 700 mètres jusqu'au rond-point, prendre la rue de l'Etoile et ensuite la rue de Mérode jusqu'à Rixensart. Après 900 mètres, à la Place de la Perche, prendre à droite l'avenue de la Paix et encore à droite l'avenue Clermont Tonnerre.","Complexe Sportif de Rixensart, Avenue Clermont Tonnerre 26A, 1330 Rixensart, Belgique",50.7128483,4.5376972
S01,https://www.abssa.org/terrain/S01,S01 (SCHAERBEEK),Avenue du Suffrage Universel 22/24,1030 Schaerbeek,False,False,Stade du Crossing,"Place Meiser, descendre le boulevard Lambermont. Au 3ème feu de signalisation prendre à gauche, puis la première à droite.","Stade du Crossing, Avenue du Suffrage Universel 22/24, 1030 Schaerbeek, Belgique",50.8666244,4.382361899999999
S02,https://www.abssa.org/terrain/S02,S02 (SCHAERBEEK),Rue des Jardins 2A,1030 Schaerbeek,True,False,Site Wahis,Depuis la Place Meiserprendre brièvement la direction du pont Van Praet. Après le boulevard Léopold II prendre la 1ère rue à droite rue des Jardins.,"Site Wahis, Rue des Jardins 2A, 1030 Schaerbeek, Belgique",50.8592412,4.3956152
S03,https://www.abssa.org/terrain/S03,S03 (SCHAERBEEK),Place Terdelt,1030 Schaerbeek,False,False,Terdelt - Parc Albert,"Place Meiser, descendre le boulevard Wahis et le boulevard Lambermont, puis prendre à droite, la rue Kennis(avant la station Villo), Terrain à 200 m. à droite.","Terdelt - Parc Albert, Place Terdelt, 1030 Schaerbeek, Belgique",50.86563899999999,4.392299299999999
S04,https://www.abssa.org/terrain/S04,S04 (SINT-AGATHA-BERCHEM),Lusthuizenstraat 1,1080 Sint-Agatha-Berchem,True,False,Parc J. Monnet,"A partir du boulevard Charles Quint à hauteur de Basilix Shopping Center, prendre la rue des Châlets (Lusthuizenstraat)","Parc J. Monnet, Lusthuizenstraat 1, 1080 Sint-Agatha-Berchem, Belgique",50.8696433,4.2873126
S08,https://www.abssa.org/terrain/S08,S08 (SENEFFE),Rue du Chemin de Maffle,7180 Seneffe,False,False,Seneffe  F.C.,"Autoroute Bruxelles-Charleroi (19), prendre la sortie Arquennes. Suivre la direction Seneffe/La-Louvière pendant env. 7 km. Passer le feu de signalisation (premier depuis la sortie de l'autoroute), puis prendre la 2ème rue à main gauche, suivre les plaques ""SNEF F.C."", le terrain se trouve dans la 2ème rue à droite.","Seneffe  F.C., Rue du Chemin de Maffle, 7180 Seneffe, Belgique",50.5232005,4.2595485
S09,https://www.abssa.org/terrain/S09,S09 (SCHAERBEEK),Rue Ernest Cambier 2,1030 Schaerbeek,True,False,Complexe Chazal,"Place Meiser, descendre Bd. Général Wahis, Bd Lambermont, au deuxième carrefour prendre à gauche, puis encore la première à gauche
Ou :  Place Meiser prendre Av Ernest Cambier. - Tram n° 7  - Bus 65 arrêt Chazal","Complexe Chazal, Rue Ernest Cambier 2, 1030 Schaerbeek, Belgique",50.8581505,4.3949329
T01,https://www.abssa.org/terrain/T01,T01 (TERVUREN),Lindeboomstraat,3080 Tervuren,True,False,,"Prendre l'avenue de Tervuren, passer le carrefour des Quatre-Bras, continuer jusqu'au rond-point (après le 2ème feu de signalisation), prendre à droite, Markt Tervuren, Kerkstraat, Hoornzeelstraat, Lindeboomstraat (1ère rue à main gauche après le bassin de natation).","Lindeboomstraat, 3080 Tervuren, Belgique",50.8185639,4.5103666
T02,https://www.abssa.org/terrain/T02,T02 (TOURINNES-SAINT-LAMBERT),Rue des Cortils,1457 Walhain,False,False,,"A partir de l'autoroute Bruxelles-Namur (E411), prendre la sortie  Walhain (n° 10). Au pied de la rampe d'accès, suivre la direction Walhain vers la droite et après 200 m. prendre à droite et 400 m. plus loin, prendre à nouveau à droite. Le terrain se trouve à +/- 300 m. sur la gauche.","Rue des Cortils, 1457 Walhain, Belgique",50.6414624,4.7191939
T03,https://www.abssa.org/terrain/T03,T03 (TUBIZE),Rue du Boulet,1480 Tubize,False,False,,"En venant de Bruxelles par l'autoroute E19, prendre la sortie Halle (n° 21). Ensuite la direction Ath-Tournai par la E429 et sortir à Tubize (n° 23). Prendre à gauche, contourner le rond-point et 300 m. plus loin prendre la 1ère rue à gauche. Le terrain est situé au bout de la rue.","Rue du Boulet, 1480 Tubize, Belgique",50.6997992,4.2018632
T04,https://www.abssa.org/terrain/T04,T04 (TERVUREN),Chaussée de Louvain 19,3080 Tervuren,False,False,British School Of Brussels,"Du rond-point Montgomery, prendre l'avenue de Tervuren. Dépasser le carrefour Quatre Bras, toujours en direction de Tervuren jusqu'au Musée Royal Africain. Le terrain de la British School of Brussels se trouve 100 m. après le Musée.","British School Of Brussels, Chaussée de Louvain 19, 3080 Tervuren, Belgique",50.8320443,4.5246398
T05,https://www.abssa.org/terrain/T05,T05 (TERVUREN),Hertswegenstraat 61,3080 Duisburg,False,False,Sportcentrum Van Defensie,"Quatre Bras, puis N 3, passer le village de Tervuren prendre légèrement à droite Brusselsesteenweg (1,1 km.), puis prendre à droite sur Duisburgsebaan et enfin à gauche sur Hertwegenstraat (70 m.) Suivre les flèches Duisburg et Sport Centrum van Defensie.","Sportcentrum Van Defensie, Hertswegenstraat 61, 3080 Duisburg, Belgique",50.8190117,4.5331585
T06,https://www.abssa.org/terrain/T06,T06 (TUBIZE),Allée des Sports 7,1480  Tubize,False,False,,"En venant de Bruxelles : Prendre le RO en direction Mons-Bergen / Charleroi - prendre la sortie 21 et continuer sur la E429 direction Lille/Rijsel sur 7,2 km. Ensuite prendre la sortie 23 et continuer sur le Hondzochtsesteenweg pendant 1,7km. Au rond point continuer tout droit Chaussée d'Hondzocht sur 857 m, , prendre à droite Rue de Bruxelles sur 141 m., au rond- point continuer tour droit et à nouveau au rond-point continuer tout droite sur 537 m.,
passer devant l'Eglise de Tubize et après le 2ème feu rouge, prendre la 2ème rue à gauche,
Rue des Ponts et continuer sur 470 m. (suivre les panneaux AFC. Tubize) puis prendre la 2ème à droite (à côté des terrains de tennis) chemin menant au parking du Stade de Tubize.
Prendre le chemin à pied sur +/- 50 m. à gauche du stade jusqu'à l'arrière de la tribune T3.","Allée des Sports 7, 1480  Tubize, Belgique",50.684014,4.1993301
T07,https://www.abssa.org/terrain/T07,T07 (TERVUREN),Schonenboormstraat,3080 Tervuren,False,False,,"Aux quatre-Bras, prendre direction Tervuren via l’avenue de Tervuren(N3) pendant 750M
Au rond-point, prendre la 1ère sortie et continuer sur l’avenue de Tervuren pendant 1,2km puis prendre à droite sur la chaussée de Bruxelles pendant 500m. Ensuite Prendre légèrement sur la droite dans la Wijngaardstraat pendant 400m et tourner à gauche dans la Pepperstraat pendant 400m. Ensuite tourner à droite sur la chaussée de Duisburg et rouler pendant 1,4 km... Continuer tout droit sur la chaussée de Tervuren pendant 1,3 km et prendre à gauche dans la rue de destination ( Schonenboomstraat).
Le terrain se situe sur la droite de la route!","Schonenboormstraat, 3080 Tervuren, Belgique",50.8107232,4.5492332
U01,https://www.abssa.org/terrain/U01,U01 (UCCLE),Chaussée de Waterloo 1589C,1180 Uccle,False,False,Complexe D'Hougemont,"A partir de la Petite Espinette, prendre la chaussée de Waterloo, direction Bruxelles. 100 m. après le premier feu de signalisation (carrefour de la Petite Espinette) est situé le complexe sportif. L'entrée est située à côté du magasin de meubles de jardin, sur la gauche de la chaussée.","Complexe D'Hougemont, Chaussée de Waterloo 1589C, 1180 Uccle, Belgique",50.7709724,4.3823508
U02,https://www.abssa.org/terrain/U02,U02 (UCCLE),Rue du Zwartebeek,1180 Uccle,True,False,Leopold-Uccle,"L'entrée se fait par la rue du Zwartebeek.
Par le ring, prendre la sortie Drogenbos-Ruisbroek, direction Uccle, par la rue de Stalle prolongée.  Après le rond-point prendre la 1ère rue à gauche, la chaussée de Neerstalle.
Ensuite la 2ème rue à gauche, rue du Zwartebeek, l'entrée du complexe est située à +/- 200 mètres sur la droite.","Leopold-Uccle, Rue du Zwartebeek, 1180 Uccle, Belgique",50.7970805,4.3177254
U04,https://www.abssa.org/terrain/U04,U04 (UCCLE),Rue des Griottes,1180 Uccle,False,False,Complexe Sportif de Ridder,"Par le Centre, prendre la chaussée d'Alsemberg, direction Alsemberg, jusqu'à la gare d'Uccle-Calevoet. Suivre les rails du tram, passer en dessous du pont du chemin de fer et au premier feu de signalisation prendre à gauche, la rue du Bourdon, puis la 1ère rue à main gauche (rue des Bigarreaux), passer sous le pont du chemin de fer et puis 1ère rue à main gauche (le complexe est fléché).
Par le ring, sortie Drogenbos-Ruisbroek, prendre la direction Drogenbos Centre (Grote Baan), au premier feu de signalisation, passée l'église, prendre à gauche, la chaussée de Drogenbos, jusqu'au bout, puis traverser la chaussée d'Alsemberg et prendre immédiatement à droite, la rue du Bourdon, pour continuer comme renseigné ci-dessus.","Complexe Sportif de Ridder, Rue des Griottes, 1180 Uccle, Belgique",50.7846963,4.3361407
U05,https://www.abssa.org/terrain/U05,U05 (UCCLE),Rue Joseph Bens 124,1180 Uccle,True,False,Terrain J. Bens,"Par le centre de la ville, rejoindre la Barrière de Saint Gilles, prendre la chaussée d'Alsemberg et puis l'avenue des Sept Bonniers (à droite au niveau de la rue 
L. Vanderkindere), le terrain se trouve au bout de cette avenue.
Par le sud, prendre la rue de Stalle, la rue Gatti de Gamond, la rue Joseph Bens est la première rue à main droite après le Carrefour Market.","Terrain J. Bens, Rue Joseph Bens 124, 1180 Uccle, Belgique",50.8061268,4.3298899
V01,https://www.abssa.org/terrain/V01,V01 (VILVOORDE),Sint Annalaan 674,1800 Vilvoorde,False,False,,"A partir de la Chaussée de Ninove, direction Ninove, prendre la E19 direction E40 / /E411/ Namen / Gent / Antwerpen / Luik / Luchthaven-Zaventem.
Prendre la sortie 7 Grimbergen, puis prendre à droite sur Sint Annalaan. 
- Le terrain ce trouve à +/- 300 mètres après la sortie du ring à main gauche sur la Sint Annalaan.","Sint Annalaan 674, 1800 Vilvoorde, Belgique",50.9152334,4.3683777
V02,https://www.abssa.org/terrain/V02,V02 (VIRGINAL),Rue de Tubize,1460 Virginal,False,False,,"Au départ de Bruxelles, l'autoroute E19 ou par le Ring RO, sortir à Ittre. Suivre la direction Ittre-Virginal. Traverser Haut-Ittre et Ittre et suivre la direction Virginal-Samme. Franchir le pont surplombant le canal Bruxelles-Charleroi. Poursuivre tout droit par la rue de Catala, ne pas suivre la direction Virginal Centre, mais poursuivre la route et prendre la 2ème rue à main droite (rue de Tubize). Passer devant le château d'eau et un peu plus loin, à l'incinérateur, prendre à droite en direction de Oisquercq. Le terrain se trouve à droite dans la descente (panneau ASF Virginal).","Rue de Tubize, 1460 Virginal, Belgique",50.6528899,4.2178077
W01,https://www.abssa.org/terrain/W01,W01 (WALHAIN),Rue de la Chapelle Sainte-Anne 4,1457 Walhain-Saint-Paul,False,False,Wallonia Walhain,"Autoroute Bruxelles-Namur, prendre la sortie n° 10. Au bas de la rampe de sortie prendre à droite jusqu'au carrefour (+/- 300 mètres), prendre la Rue du Maïeur pendant 380 mètres, tout droit continuer sur le Chemin de la Scierie pendant 270 mètres, sortir de Tourinnes-Saint-Lambert et continuer sur le Chemin de la Scierie pendant +/- 1,8 km.
Entrer dans Walhain-Saint-Paul et continuer sur le Chemin de la Scierie pendant 43 mètres, prendrer à gauche la Rue de Saint-Paul pendant 500 mètres, continuer la Rue du Bourgmestre Gilisquet pendant 700 mètres, prendre à gauche la Rue de la Chapelle Sainte-Anne pendant 110 mètres.","Wallonia Walhain, Rue de la Chapelle Sainte-Anne 4, 1457 Walhain-Saint-Paul, Belgique",50.6163423,4.6976057
